Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
23980,1.6,Premium,F,SI2,58.7,58.0,7.76,7.68,4.53,10286
23918,0.4,Ideal,H,VVS1,62.3,54.0,4.74,4.77,2.96,1017
16794,1.51,Premium,H,SI1,61.2,60.0,7.46,7.37,4.54,10012
18270,0.54,Very Good,G,VVS1,60.6,55.0,5.28,5.31,3.21,1983
25873,1.5,Very Good,E,VS2,62.1,60.0,7.27,7.32,4.53,14639
20635,0.75,Ideal,F,SI1,61.8,56.0,5.84,5.87,3.62,3336
24031,0.62,Ideal,I,SI1,61.9,54.0,5.48,5.5,3.4,1271
11493,1.0,Very Good,G,VVS2,61.6,61.0,6.35,6.38,3.92,7623
1981,0.32,Ideal,D,VVS1,61.3,57.0,4.42,4.39,2.7,1140
17939,0.32,Ideal,F,VS2,60.9,56.0,4.41,4.45,2.7,610
26087,1.37,Good,I,VS2,64.1,58.0,6.92,6.9,4.43,5449
9811,0.96,Fair,G,I1,64.5,60.0,6.16,6.11,3.96,2068
14865,0.38,Ideal,I,VS1,61.5,53.9,4.66,4.7,2.89,703
9501,0.5,Ideal,H,IF,61.1,58.0,5.1,5.14,3.13,1844
25291,0.53,Ideal,E,SI1,61.9,55.0,5.18,5.22,3.22,1435
14003,0.41,Premium,F,VVS2,60.1,59.0,4.79,4.82,2.89,1115
22902,0.73,Premium,H,SI1,62.2,57.0,5.8,5.77,3.6,2107
21006,0.73,Ideal,I,VS2,62.1,54.0,5.79,5.8,3.6,2327
23218,0.37,Good,D,SI1,63.7,55.0,4.59,4.55,2.91,874
11556,0.26,Ideal,E,VVS2,62.5,55.0,4.09,4.07,2.55,724
3415,0.3,Good,H,VVS2,63.1,60.0,4.24,4.28,2.69,605
20872,1.01,Premium,F,SI2,61.6,58.0,6.39,6.4,3.94,4416
393,0.58,Ideal,E,VS2,61.8,57.0,5.32,5.36,3.3,1903
22993,1.51,Very Good,F,VS1,,63.0,7.34,7.43,4.4,14673
17769,0.41,Good,F,I1,63.8,57.0,4.69,4.72,3.0,503
24473,0.32,Ideal,H,SI1,61.2,56.0,4.43,4.46,2.72,430
4645,0.8,Premium,G,IF,62.6,58.0,5.89,5.93,3.7,4268
5032,0.5,Premium,E,VS1,62.4,59.0,5.06,5.1,3.17,1675
17999,0.54,Ideal,F,VS1,60.9,56.0,5.27,5.29,3.21,1937
17798,0.31,Ideal,J,VS2,62.2,55.0,4.32,4.36,2.7,396
11656,0.24,Premium,D,VVS1,61.5,60.0,4.0,3.97,2.45,710
19819,1.5,Fair,E,SI2,59.9,68.0,7.39,7.3,4.4,8190
14343,0.4,Premium,E,SI1,62.0,61.0,4.71,4.67,2.91,882
9506,0.94,Very Good,F,SI2,62.6,57.0,6.25,6.27,3.92,3938
25235,0.82,Ideal,F,VS2,61.9,57.0,5.96,5.99,3.7,3514
16023,2.19,Ideal,H,SI2,62.0,56.0,8.36,8.48,5.22,17433
9826,1.02,Premium,F,SI2,60.4,60.0,6.53,6.49,3.93,4238
10224,0.3,Ideal,F,IF,61.9,57.0,4.29,4.33,2.67,886
25515,1.59,Very Good,G,SI1,59.5,61.0,7.57,7.65,4.53,10963
3253,0.3,Ideal,E,VS2,62.8,56.0,4.32,4.28,2.7,844
23198,0.52,Ideal,D,I1,61.1,57.0,5.18,5.2,3.17,971
4481,0.53,Ideal,E,VS2,62.7,54.0,5.15,5.18,3.24,1721
11172,0.4,Premium,D,SI1,59.9,60.0,4.75,4.77,2.85,772
2146,0.75,Ideal,E,VS2,61.6,57.0,5.84,5.81,3.59,2940
13421,1.35,Fair,J,SI1,,56.0,6.9,7.02,4.54,5524
24385,0.3,Ideal,E,VVS2,61.6,58.0,4.28,4.33,2.65,766
11288,1.04,Very Good,F,SI1,59.7,59.0,6.67,6.56,3.95,5152
769,1.25,Premium,E,VS2,61.5,58.0,6.98,6.91,4.27,10640
2468,0.77,Premium,E,SI2,58.2,60.0,6.01,5.95,3.48,2360
26612,1.11,Ideal,G,SI1,61.9,57.0,6.63,6.66,4.11,5408
3256,0.29,Very Good,H,VVS2,61.7,55.0,4.27,4.3,2.64,541
12822,1.01,Good,I,SI2,61.8,62.0,6.28,6.35,3.9,3399
19472,0.53,Very Good,D,SI1,59.1,59.0,5.27,5.33,3.13,1415
1121,0.86,Ideal,H,SI2,61.8,55.0,6.12,6.14,3.79,2892
11429,1.03,Ideal,E,SI2,62.3,56.0,6.44,6.52,4.04,4758
1943,0.51,Very Good,E,VS2,60.0,57.0,5.15,5.19,3.1,1549
26787,0.72,Very Good,F,VS2,62.5,58.0,5.71,5.75,3.58,2832
1917,0.7,Good,F,SI1,63.1,56.0,5.63,5.66,3.56,2127
22442,0.33,Ideal,H,IF,61.1,56.0,4.47,4.5,2.74,838
11169,0.3,Good,F,SI2,63.3,55.0,4.29,4.33,2.73,394
2070,0.5,Ideal,H,VVS1,61.4,57.0,5.08,5.11,3.12,1684
10990,1.79,Premium,G,VS2,61.2,58.0,7.9,7.82,4.81,17358
10627,0.32,Ideal,G,VS1,59.8,57.9,4.44,4.47,2.67,696
7825,0.56,Ideal,G,IF,62.2,54.0,5.3,5.34,3.31,2321
12893,1.5,Very Good,H,SI1,63.4,57.0,7.27,7.23,4.59,7708
22491,0.5,Ideal,G,VVS1,62.2,56.0,5.12,5.1,3.18,2070
18764,0.58,Ideal,H,SI1,60.9,57.0,5.38,5.33,3.26,1421
21405,0.5,Good,F,VS2,57.7,61.0,5.28,5.25,3.04,1626
15775,1.0,Premium,F,SI2,62.9,59.0,6.39,6.3,3.99,4155
23349,0.59,Very Good,J,VS2,61.9,58.0,5.35,5.38,3.32,1287
11423,0.31,Premium,G,VS1,62.8,58.0,4.3,4.27,2.69,802
20786,0.55,Very Good,F,SI1,,57.0,5.17,5.21,3.3,1271
13684,0.72,Fair,H,VVS2,56.5,68.0,6.03,5.89,3.37,2608
8514,1.24,Very Good,F,VVS2,59.0,58.0,6.98,7.03,4.13,11234
4936,0.7,Fair,G,VS1,57.1,62.0,5.89,5.94,3.38,2553
24788,0.32,Ideal,G,SI2,61.6,56.0,4.4,4.43,2.72,459
20374,0.6,Premium,E,VVS2,62.4,61.0,5.36,5.31,3.33,2393
3178,1.56,Ideal,J,SI2,62.1,55.0,7.45,7.41,4.62,5766
8146,0.32,Premium,I,IF,60.3,58.0,4.41,4.45,2.67,673
5357,0.9,Good,D,SI2,63.8,58.0,6.13,6.09,3.9,3740
22571,0.32,Ideal,G,VS1,62.3,55.0,4.4,4.37,2.73,828
16453,0.98,Fair,G,I1,67.3,60.0,6.17,6.11,4.14,1932
22168,1.21,Premium,E,VS1,60.3,58.0,6.95,6.91,4.18,10137
17547,0.34,Good,H,VVS1,63.2,58.0,4.41,4.45,2.8,775
4778,0.51,Good,E,SI1,64.3,54.0,5.1,5.07,3.27,1624
24570,1.31,Very Good,I,VS2,61.2,58.0,7.01,7.05,4.3,6917
26060,0.51,Ideal,D,IF,62.0,56.0,5.14,5.18,3.2,3446
1102,0.5,Good,D,SI1,63.6,54.0,5.02,5.08,3.21,1436
14802,0.41,Premium,D,SI1,61.0,59.0,4.76,4.78,2.91,791
1997,1.5,Premium,F,SI2,58.5,60.0,7.52,7.48,4.39,7644
22334,0.32,Ideal,F,SI2,61.7,56.0,4.44,4.41,2.73,720
24152,0.84,Very Good,G,VS2,61.8,57.0,6.04,6.07,3.74,3596
24386,0.39,Premium,F,VS1,60.6,55.0,4.77,4.73,2.88,1092
6191,1.01,Premium,D,SI2,61.7,59.0,6.41,6.37,3.94,4072
21302,0.9,Very Good,D,VS1,63.0,58.0,6.11,6.15,3.86,5757
8154,0.62,Ideal,F,SI1,62.7,54.0,5.47,5.53,3.45,1637
3013,2.01,Fair,D,SI2,59.4,66.0,8.2,8.17,4.86,15627
23477,0.31,Ideal,G,VVS2,61.8,56.0,4.37,4.4,2.71,687
323,0.7,Good,H,VS2,63.8,60.0,5.59,5.51,3.54,2083
21227,1.16,Premium,E,SI1,61.3,60.0,6.7,6.64,4.09,6366
26609,0.5,Very Good,E,VS2,63.6,59.0,4.99,5.04,3.19,1446
17499,1.2,Very Good,J,SI2,61.4,55.0,6.85,6.92,4.23,4636
25911,0.9,Good,E,SI2,62.1,63.0,6.09,6.12,3.79,3724
24231,0.71,Premium,G,SI2,59.9,59.0,5.79,5.82,3.48,1717
7485,0.9,Good,F,VVS1,64.2,56.0,6.07,6.02,3.88,6124
1226,1.01,Ideal,D,SI2,61.3,54.0,6.52,6.47,3.99,5006
18818,0.3,Premium,D,SI2,61.8,58.0,4.32,4.29,2.66,574
737,1.57,Ideal,G,SI1,61.7,55.0,7.51,7.44,4.61,8752
12651,0.56,Very Good,F,VS2,,56.0,5.2,5.22,3.23,1614
23498,0.24,Very Good,D,VVS1,61.9,54.0,3.99,4.02,2.48,492
8357,0.71,Very Good,I,VS1,61.1,57.0,5.75,5.8,3.53,2332
6041,2.01,Very Good,J,VS2,61.1,59.0,8.04,8.07,4.92,13109
14767,0.42,Very Good,F,SI1,63.1,56.0,4.82,4.79,3.03,926
5727,0.33,Ideal,H,VVS1,62.1,53.0,4.48,4.5,2.79,730
13202,0.35,Ideal,H,SI1,61.9,55.0,4.54,4.57,2.82,541
7963,0.53,Ideal,G,VS1,61.5,57.0,5.21,5.23,3.21,1791
18297,0.7,Ideal,F,SI1,61.0,56.0,5.75,5.8,3.52,2840
15308,1.26,Ideal,I,VS2,62.6,55.0,6.96,6.91,4.34,6350
9439,1.21,Ideal,H,VS1,62.8,54.0,6.81,6.78,4.26,7928
1719,0.31,Ideal,D,VS2,62.2,54.0,4.34,4.31,2.69,942
20892,1.01,Premium,I,SI1,62.7,60.0,6.36,6.27,3.96,2885
11980,0.35,Ideal,G,VS2,61.3,56.0,4.54,4.58,2.8,646
9094,0.71,Ideal,D,VS2,62.3,56.0,5.68,5.72,3.55,3137
24855,1.04,Premium,G,VVS2,61.8,58.0,6.47,6.51,4.01,7953
22628,1.01,Very Good,F,SI2,63.2,58.0,6.43,6.3,4.02,4299
21511,0.71,Very Good,E,SI1,62.9,55.0,5.64,5.68,3.56,2964
13032,0.53,Ideal,D,VS2,,56.0,5.2,5.22,3.21,2266
23090,0.31,Very Good,E,VS2,62.8,57.0,4.33,4.37,2.73,680
17376,0.23,Ideal,G,IF,61.7,55.0,3.94,3.98,2.44,536
13803,1.12,Premium,H,SI1,61.9,59.0,6.66,6.52,4.08,5291
20879,1.15,Ideal,G,SI1,62.0,55.0,6.72,6.76,4.18,6313
9373,0.32,Premium,D,VS2,61.7,58.0,4.38,4.34,2.69,972
8120,0.9,Premium,E,SI2,62.2,60.0,6.19,6.15,3.84,3599
14985,0.7,Good,F,VVS1,63.3,56.0,5.64,5.7,3.59,3310
7860,0.72,Premium,F,SI2,59.3,57.0,5.89,5.85,3.48,2364
24743,0.38,Premium,J,VS1,62.1,60.0,4.64,4.6,2.87,770
1039,0.5,Very Good,D,VS1,63.7,57.0,5.08,5.13,3.25,1671
7062,1.51,Very Good,H,SI1,59.9,55.0,7.44,7.52,4.48,9218
10625,0.42,Premium,G,VS2,62.0,58.0,4.81,4.77,2.97,1087
23063,0.9,Premium,H,VS2,62.3,58.0,6.18,6.09,3.82,3919
3035,0.41,Ideal,E,VS1,62.0,54.0,4.76,4.79,2.96,1079
19547,0.84,Premium,E,VS1,59.7,59.0,6.16,6.13,3.67,4318
24130,0.7,Very Good,G,SI1,62.5,57.0,5.63,5.7,3.54,2106
5044,0.42,Ideal,E,VVS1,59.7,56.0,4.91,4.88,2.92,1369
1994,0.44,Very Good,E,SI2,63.2,59.0,4.85,4.8,3.05,878
7580,1.5,Ideal,G,SI1,61.0,57.0,7.38,7.41,4.51,12009
5175,0.6,Good,G,VS1,60.1,61.0,5.44,5.5,3.29,1757
26507,1.5,Ideal,G,VVS2,61.3,56.0,7.39,7.43,4.55,17176
16292,0.35,Ideal,G,IF,61.2,57.0,4.54,4.57,2.79,979
11900,0.8,Very Good,E,SI2,62.4,55.0,5.88,5.92,3.68,2623
6672,1.26,Very Good,G,VVS1,60.2,59.0,6.98,7.07,4.23,10922
11096,0.32,Ideal,G,VVS2,61.8,55.0,4.43,4.41,2.73,936
19053,0.7,Very Good,H,VS1,59.5,60.0,5.74,5.76,3.42,2421
16721,1.03,Premium,I,SI1,,59.0,6.49,6.46,3.99,4441
21958,0.55,Ideal,F,SI2,62.3,57.0,5.22,5.27,3.27,1175
20530,0.3,Ideal,H,VVS1,,58.0,4.27,4.29,2.65,665
25475,2.01,Premium,I,VS1,61.5,62.0,8.07,7.94,4.92,15475
9091,0.44,Ideal,F,SI1,61.0,57.0,4.89,4.91,2.99,810
4369,1.01,Premium,H,SI1,61.3,58.0,6.47,6.39,3.94,4513
5714,0.5,Ideal,G,VVS2,62.1,55.0,5.09,5.05,3.15,1935
8761,0.6,Ideal,G,VVS2,61.6,55.0,5.44,5.47,3.36,2413
18267,1.6,Very Good,I,VS1,58.6,58.0,7.66,7.72,4.51,10824
6702,0.31,Very Good,D,SI1,60.4,60.0,4.4,4.44,2.67,507
21462,1.13,Premium,E,SI2,60.4,59.0,6.7,6.75,4.06,5220
6294,1.71,Very Good,I,VS2,63.4,59.0,7.53,7.45,4.75,11389
1511,0.3,Very Good,G,VS1,62.8,57.0,4.24,4.26,2.67,605
181,0.96,Ideal,F,VS1,61.2,56.0,6.34,6.38,3.89,5767
7227,1.3,Premium,D,SI2,61.5,58.0,6.98,6.91,4.27,7044
170,0.31,Ideal,D,SI1,62.0,55.0,4.36,4.38,2.71,571
24107,0.64,Premium,H,SI1,60.0,59.0,5.63,5.57,3.36,1274
3892,0.93,Ideal,E,SI2,62.1,55.0,6.27,6.29,3.9,3990
12805,0.4,Ideal,J,VS1,61.5,58.0,4.73,4.76,2.92,633
5149,1.03,Very Good,F,SI2,63.1,57.0,6.42,6.38,4.04,3668
16130,2.02,Very Good,H,VS2,62.7,58.0,7.96,8.01,5.01,18398
19230,0.32,Ideal,F,VS2,61.9,55.0,4.45,4.41,2.74,773
15541,2.0,Fair,J,I1,66.5,56.0,7.93,7.8,5.23,6796
16924,0.54,Very Good,G,VS1,61.6,54.0,5.26,5.3,3.25,1665
12124,0.4,Good,D,VS2,63.5,55.0,4.66,4.69,2.97,891
12331,1.04,Very Good,F,SI2,60.0,61.0,6.5,6.57,3.92,4427
18967,0.3,Very Good,H,SI1,63.4,58.0,4.24,4.21,2.68,540
14531,0.38,Ideal,F,VVS2,62.7,56.0,4.61,4.64,2.9,1033
16685,0.81,Very Good,J,VS2,60.4,59.0,6.04,6.11,3.67,2283
1421,0.91,Good,I,VS2,64.3,58.0,6.05,6.09,3.9,2863
16984,0.5,Ideal,D,VS2,62.5,54.0,5.05,5.09,3.17,1752
10324,1.21,Premium,I,SI1,62.1,56.0,6.92,6.76,4.25,5421
1059,1.16,Ideal,G,SI2,,54.0,6.75,6.78,4.16,5206
10299,1.2,Ideal,G,SI1,62.2,58.0,6.77,6.84,4.23,6741
23285,0.41,Ideal,F,IF,61.9,56.0,4.78,4.81,2.97,1439
16208,0.7,Very Good,F,SI1,61.3,58.0,5.7,5.72,3.5,2312
7093,0.53,Premium,E,VS2,58.5,61.0,5.33,5.26,3.1,1908
158,0.58,Ideal,D,SI2,62.7,56.0,5.32,5.3,3.33,1442
13414,1.0,Very Good,E,SI1,61.7,57.0,6.34,6.47,3.95,5239
10410,1.54,Ideal,F,VS2,61.0,56.0,7.44,7.49,4.55,17029
24305,1.73,Premium,F,SI2,62.4,60.0,7.6,7.55,4.73,9494
11909,0.81,Very Good,I,VS2,62.6,59.7,5.86,5.92,3.69,2444
6974,0.3,Ideal,F,VS1,61.4,56.0,4.33,4.37,2.67,658
23750,0.31,Ideal,G,VVS1,60.2,58.0,4.37,4.4,2.64,789
22800,2.57,Premium,E,SI2,61.3,60.0,8.82,8.73,5.38,17116
16059,1.2,Premium,F,SI2,62.8,57.0,6.78,6.73,4.24,5988
15847,1.5,Premium,D,SI2,59.6,59.0,7.54,7.46,4.47,7076
25474,1.0,Very Good,E,SI2,60.6,61.0,6.39,6.44,3.89,4312
19135,0.42,Very Good,G,VS2,62.1,55.0,4.8,4.83,2.99,854
4233,1.2,Good,H,SI1,64.2,60.0,6.68,6.62,4.27,6182
4064,0.34,Premium,G,VVS2,61.2,59.0,4.5,4.46,2.74,995
631,0.62,Premium,F,VS2,62.3,60.0,5.46,5.39,3.38,2009
14417,0.5,Very Good,F,SI2,62.4,56.0,5.08,5.12,3.18,1147
23093,0.7,Ideal,E,SI2,60.5,56.0,5.8,5.77,3.5,2375
7684,0.38,Very Good,G,VS1,61.9,56.0,4.63,4.68,2.88,833
4320,0.51,Premium,F,SI1,59.4,60.0,5.21,5.19,3.09,1406
12058,0.3,Ideal,D,VS1,61.8,56.0,4.3,4.34,2.67,661
21853,0.72,Ideal,G,VS1,61.8,56.0,5.74,5.76,3.55,3478
16255,0.52,Ideal,G,VVS2,62.4,55.0,5.19,5.17,3.23,2012
12287,0.3,Premium,H,VVS2,60.8,60.0,4.29,4.33,2.62,605
6680,0.36,Very Good,D,SI1,63.1,55.0,4.59,4.54,2.88,851
15634,0.32,Premium,J,SI1,62.2,59.0,4.41,4.37,2.73,468
12778,1.61,Ideal,J,VS2,61.6,56.0,7.52,7.54,4.64,9141
17192,1.0,Very Good,D,SI1,63.2,60.0,6.31,6.35,4.0,5851
19832,0.35,Very Good,G,IF,62.1,56.0,4.54,4.57,2.82,833
14339,1.57,Ideal,G,VS2,61.7,56.0,7.42,7.49,4.6,14283
26543,0.5,Ideal,G,VS2,62.6,57.0,5.11,5.05,3.18,1424
7548,1.03,Premium,H,VS2,61.6,61.0,6.51,6.44,3.99,5364
16132,1.11,Ideal,J,SI2,61.7,57.0,6.63,6.69,4.11,4092
21130,0.3,Premium,E,IF,60.1,60.0,4.32,4.3,2.59,1097
22053,0.37,Very Good,F,VS1,58.6,65.0,4.68,4.71,2.75,863
15242,0.74,Very Good,J,IF,60.3,58.0,5.82,5.86,3.52,2277
8205,1.52,Ideal,F,SI1,61.5,55.0,7.44,7.41,4.57,12477
25542,0.45,Good,F,VS2,56.8,62.0,5.1,5.14,2.91,1066
8833,0.31,Ideal,J,VS2,62.3,54.0,4.35,4.38,2.72,396
9057,1.01,Very Good,D,SI2,62.8,59.0,6.34,6.44,4.01,4588
4108,1.0,Very Good,H,SI1,63.6,54.0,6.33,6.37,4.04,4467
16993,0.41,Ideal,D,VVS2,62.1,56.0,4.78,4.76,2.96,1356
9167,1.02,Ideal,E,VS1,60.1,57.0,6.52,6.59,3.94,8096
16317,0.59,Very Good,J,VS2,60.8,56.6,5.42,5.47,3.31,1257
22888,1.61,Ideal,D,VS2,62.0,55.0,7.51,7.5,4.67,18318
16205,0.81,Ideal,E,SI2,,55.0,5.94,5.98,3.7,3101
19879,0.7,Good,E,SI2,56.9,63.0,5.78,5.71,3.27,1758
17071,1.0,Ideal,F,VS1,61.7,55.0,6.42,6.39,3.95,7056
21065,0.51,Very Good,D,VS1,63.1,58.0,5.05,5.1,3.2,1838
24449,0.91,Ideal,H,VVS2,61.7,57.0,6.21,6.23,3.84,5411
4330,0.65,Premium,G,SI1,61.9,58.0,5.54,5.51,3.42,1612
2427,1.62,Very Good,J,SI2,61.6,60.0,7.52,7.64,4.67,7072
24454,0.76,Premium,H,VVS1,60.7,58.0,5.9,5.93,3.59,3311
7288,0.73,Very Good,E,SI2,59.3,57.0,5.88,5.95,3.51,2395
12323,0.53,Very Good,G,SI2,60.9,55.0,5.26,5.29,3.21,1092
17732,1.02,Premium,F,VVS2,61.5,60.0,6.5,6.45,3.98,8445
6764,0.42,Ideal,H,VVS1,62.4,55.0,4.79,4.8,2.99,1068
10832,0.7,Ideal,E,SI1,62.7,57.0,5.64,5.66,3.54,2614
4639,0.41,Ideal,F,VVS2,61.9,55.0,4.78,4.79,2.96,1115
12317,0.74,Ideal,F,SI1,62.5,56.0,5.8,5.76,3.61,2702
11400,1.31,Very Good,I,VS1,62.3,58.0,6.99,7.03,4.37,6885
15687,0.85,Premium,E,VS2,60.2,60.0,6.14,6.09,3.68,3803
1326,0.32,Premium,I,VVS1,60.1,61.0,4.45,4.4,2.66,756
21652,1.05,Very Good,I,SI1,62.6,56.0,6.49,6.45,4.05,4688
14608,0.3,Ideal,F,IF,62.1,57.0,4.29,4.31,2.67,886
18745,0.9,Fair,F,SI1,65.1,56.0,6.08,6.05,3.95,3437
11675,0.5,Premium,E,VS2,61.4,58.0,5.12,5.07,3.13,1746
20941,0.3,Ideal,H,VS2,62.4,55.0,4.28,4.31,2.68,491
25251,0.38,Very Good,D,SI2,62.1,55.0,4.62,4.65,2.88,633
25403,1.01,Premium,G,VS2,58.5,61.0,6.57,6.52,3.83,6108
5919,1.51,Premium,I,SI2,62.6,59.0,7.31,7.28,4.57,7292
3318,0.31,Ideal,H,VVS1,61.6,55.0,4.38,4.35,2.69,907
12782,0.93,Premium,D,SI1,60.8,59.0,6.27,6.24,3.8,4448
20636,0.32,Premium,G,VS2,60.8,59.0,4.41,4.44,2.69,561
10597,1.01,Very Good,F,SI2,62.8,60.0,6.33,6.4,4.0,4416
8774,1.24,Premium,H,SI1,60.1,58.0,7.04,7.01,4.22,6215
25831,0.9,Premium,E,SI1,62.9,58.0,6.16,6.11,3.86,4158
23199,0.54,Very Good,D,VS1,63.0,54.0,5.19,5.23,3.28,2016
11963,1.25,Ideal,G,IF,60.2,54.0,6.99,7.03,4.22,11511
12192,1.67,Very Good,G,VVS2,61.6,57.0,7.61,7.69,4.71,17028
11693,0.4,Ideal,D,VS2,61.3,56.0,4.79,4.74,2.92,1050
18079,1.08,Ideal,G,IF,61.3,57.0,6.62,6.59,4.05,9035
2266,1.3,Ideal,H,SI2,,57.0,7.09,7.04,4.32,6552
19502,0.31,Ideal,G,VVS2,62.6,57.0,4.33,4.29,2.7,907
12529,0.57,Ideal,G,VVS1,61.9,57.0,5.31,5.35,3.3,2217
16484,1.02,Very Good,J,SI2,62.6,60.0,6.39,6.42,4.01,3534
26828,0.49,Premium,G,SI1,,58.0,5.03,4.98,3.13,1026
17087,0.7,Ideal,I,VS1,63.0,54.0,5.63,5.7,3.57,2142
15168,0.3,Ideal,F,VS2,62.1,55.0,4.26,4.31,2.66,605
1356,0.78,Ideal,E,SI2,61.0,56.0,5.92,5.98,3.63,3053
23280,0.33,Ideal,H,VVS1,,55.0,4.4,4.44,2.75,752
6375,1.18,Ideal,I,VVS1,59.7,54.0,6.99,6.92,4.15,6494
16056,0.34,Premium,I,SI1,62.7,58.0,4.4,4.43,2.77,447
9151,1.2,Premium,H,SI2,62.1,57.0,6.84,6.69,4.21,3965
9472,1.25,Premium,I,SI2,60.5,58.0,7.0,6.96,4.22,5166
12618,1.6,Ideal,G,VS2,62.2,55.0,7.5,7.46,4.65,14474
12329,1.01,Very Good,F,VS2,62.7,56.0,6.37,6.43,4.01,6159
3976,1.01,Very Good,F,VS1,62.9,58.0,6.29,6.31,3.96,7455
626,1.51,Premium,F,VS2,61.1,59.0,7.37,7.32,4.49,14294
10675,0.41,Premium,F,VS1,60.8,58.0,4.82,4.76,2.91,1076
25343,0.5,Ideal,E,SI1,60.6,59.0,5.13,5.16,3.12,1337
12176,0.56,Ideal,F,VS2,62.0,56.0,5.27,5.31,3.28,1664
11738,1.18,Very Good,J,SI2,63.5,57.0,6.68,6.74,4.26,4294
26746,2.01,Premium,H,SI2,60.5,61.0,8.14,8.09,4.91,16287
26289,1.73,Ideal,E,SI1,61.9,57.0,7.74,7.66,4.77,15842
23432,0.91,Premium,H,VS2,61.8,60.0,6.22,6.18,3.83,4238
2933,0.9,Very Good,G,VVS2,61.4,60.0,6.18,6.23,3.81,5640
17778,0.72,Ideal,H,VVS1,,55.0,5.74,5.77,3.57,2958
1610,0.31,Ideal,E,VVS2,62.0,54.0,4.38,4.4,2.72,791
16904,0.4,Premium,E,SI1,62.6,59.0,4.71,4.68,2.94,945
18962,0.53,Ideal,F,VS1,61.2,56.0,5.22,5.24,3.2,1830
12587,1.0,Premium,F,VS2,59.9,60.0,6.11,6.07,3.65,5606
17648,0.33,Ideal,E,SI1,62.4,56.0,4.41,4.43,2.76,579
5335,0.32,Ideal,G,VVS2,61.2,56.0,4.42,4.41,2.7,936
24902,0.35,Ideal,E,VS2,62.5,55.0,4.52,4.5,2.82,984
10088,0.81,Ideal,F,VS1,61.8,55.0,5.97,6.03,3.71,4270
12418,0.36,Premium,D,SI2,61.2,59.0,4.56,4.59,2.8,537
7621,0.7,Ideal,G,SI2,61.3,58.0,5.67,5.69,3.48,2234
9125,0.56,Ideal,E,VVS1,62.1,56.0,5.28,5.29,3.28,2750
18568,0.47,Ideal,G,SI1,60.8,56.0,5.0,5.03,3.05,1163
9820,0.47,Premium,G,VS2,61.0,59.0,5.03,5.0,3.06,1116
3392,0.32,Ideal,E,VS2,62.0,55.0,4.41,4.37,2.72,804
4069,1.0,Ideal,F,SI1,60.0,57.0,6.45,6.41,3.86,4939
3446,0.31,Ideal,E,VVS2,61.6,55.0,4.37,4.4,2.7,791
21596,0.63,Premium,H,VVS1,61.3,61.0,5.49,5.44,3.35,2177
20687,0.57,Premium,E,SI1,62.5,57.0,5.28,5.22,3.28,1429
12263,1.18,Premium,I,VS1,,59.0,6.73,6.71,4.21,5477
23648,0.55,Premium,F,SI1,60.7,57.0,5.3,5.27,3.21,1415
17435,0.72,Very Good,D,VS1,64.1,57.0,5.68,5.71,3.65,3375
15052,1.75,Ideal,G,VS2,62.1,57.0,7.73,7.69,4.79,16803
22035,0.41,Very Good,F,VVS1,61.4,58.0,4.76,4.78,2.93,1122
10141,1.0,Good,G,VS2,63.5,59.0,6.23,6.33,3.99,5860
12668,0.72,Fair,F,VS1,56.9,69.0,5.93,5.77,3.33,2879
6543,0.4,Good,D,VS1,60.5,63.0,4.75,4.77,2.88,954
7914,1.37,Very Good,E,SI2,62.5,59.0,6.98,7.04,4.38,7365
16074,0.34,Ideal,D,SI1,61.5,53.0,4.53,4.51,2.78,803
4621,1.0,Premium,E,VVS2,62.7,60.0,6.32,6.34,3.97,8888
18786,0.39,Premium,G,VVS1,60.4,59.0,4.72,4.75,2.86,1095
11615,1.01,Ideal,F,SI2,60.6,57.0,6.49,6.55,3.95,4239
25809,1.02,Ideal,E,IF,62.6,57.0,6.41,6.47,4.03,11500
9668,1.64,Premium,F,SI1,61.3,58.0,7.65,7.59,4.67,12821
7032,0.41,Very Good,D,SI1,63.2,58.0,4.77,4.72,3.0,947
299,0.31,Very Good,E,SI1,63.2,59.0,4.33,4.28,2.72,698
1952,0.31,Ideal,F,VS2,62.3,55.0,4.33,4.3,2.69,802
7929,1.01,Very Good,D,SI2,60.8,61.0,6.45,6.5,3.94,4260
13444,0.34,Ideal,G,VS2,61.5,56.0,4.5,4.47,2.76,765
14346,0.7,Very Good,G,VS1,63.2,58.0,5.61,5.65,3.56,2473
1619,0.33,Ideal,G,VVS2,60.1,57.0,4.51,4.48,2.7,965
25674,0.26,Very Good,D,VS1,63.3,57.0,4.03,4.06,2.56,420
17578,0.9,Very Good,D,SI2,62.2,57.0,6.11,6.15,3.81,3975
523,0.42,Good,E,SI1,63.6,61.0,4.73,4.7,3.0,945
5369,0.38,Premium,F,VS1,60.9,58.0,4.71,4.68,2.86,998
9690,0.23,Very Good,F,VVS2,61.4,56.0,3.94,3.97,2.43,583
22941,0.31,Premium,I,VVS2,61.7,58.0,4.4,4.38,2.71,698
7079,0.32,Premium,H,SI1,62.6,55.0,4.38,4.37,2.74,591
12680,0.91,Premium,F,SI2,61.4,60.0,6.23,6.21,3.82,3618
3565,0.67,Very Good,E,SI2,63.1,58.0,5.62,5.53,3.53,1244
